,address,location,latitude,longtitude
508,제주특별자치도 제주시 조천읍 신북로520,,33.543768,126.66515
509,제주특별자치도 제주시 조천읍 함덕남12길29,,33.535930,126.672869
510,제주특별자치도 제주시 조천읍 함덕리1002-6,,33.543668,126.668483
511,제주특별자치도 제주시 조천읍 함덕14길1,,33.543495,126.667341
512,제주특별자치도 제주시 조천읍 함덕19길 15,,33.543997,126.670364
513,제주특별자치도 제주시 조천읍 조함해안로525,,33.545220,126.669076
514,제주특별자치도 제주시 조천읍 함덕리1024-3,,33.546737,126.661682
515,제주특별자치도 제주시 조천읍 함와로56맞은편,,33.537399,126.675324
516,제주특별자치도 제주시 조천읍 신흥로1길10-1,,33.549391,126.651392
517,제주특별자치도 제주시 조천읍 신흥로2길37,,33.551804,126.651964
518,제주특별자치도 제주시 조천읍 북촌1길43,,33.550411,126.684211
519,제주특별자치도 제주시 조천읍 북촌11길19,,33.552596,126.695265
520,제주특별자치도 제주시 조천읍 북촌12길21-1,,33.549880,126.699159
521,제주특별자치도 제주시 조천읍 북촌리542-1,,33.550346,126.695738
522,제주특별자치도 제주시 조천읍 중산간동로923-2,,33.494117,126.680559
523,제주특별자치도 제주시 조천읍 선흘동2길31,,33.515249,126.704967
524,제주특별자치도 제주시 조천읍 중산간동로1290,,33.513197,126.705305
525,제주특별자치도 제주시 조천읍 선화길22옆,,33.462683,126.71327
526,제주특별자치도 제주시 조천읍 선흘리1946-1,,33.460566,126.702698
527,제주특별자치도 제주시 조천읍 함덕22길 11-4,,33.540960,126.673471
528,제주특별자치도 제주시 조천읍 조천읍함대로11,,33.544881,126.658482
529,제주특별자치도 제주시 조천읍 선교로198,,33.487979,126.699304
530,제주특별자치도 제주시 조천읍 조천10길14,,33.540315,126.63795
531,제주특별자치도 제주시 조천읍 조천리1927-2,,33.521374,126.63721
532,제주특별자치도 제주시 조천읍 와흘전2길53,,33.471348,126.639039
533,제주특별자치도 제주시 조천읍 선흘리1967,,33.465996,126.699211
534,제주특별자치도 제주시 조천읍 함덕18길18옆,,33.541686,126.670083
535,제주특별자치도 제주시 조천읍 신흥관전길89-5,,33.550335,126.647691
536,제주특별자치도 제주시 조천읍 선흘리4022,,33.487393,126.698145
537,제주특별자치도 제주시 조천읍 신촌11길7,,33.536642,126.62531
538,제주특별자치도 제주시 조천읍 신북로95,,33.537866,126.623433
539,제주특별자치도 제주시 조천읍 신촌5길1,,33.536507,126.620583
540,제주특별자치도 제주시 조천읍 신촌8길3,,33.536943,126.622518
541,제주특별자치도 제주시 조천읍 신촌7길13,,33.537986,126.621424
542,제주특별자치도 제주시 조천읍 신촌7길30,,33.538653,126.622292
543,제주특별자치도 제주시 조천읍 신촌9길26,,33.538694,126.623171
544,제주특별자치도 제주시 조천읍 신촌5길31,,33.538692,126.620321
545,제주특별자치도 제주시 조천읍 신촌9길40-8,,33.539966,126.623895
546,제주특별자치도 제주시 조천읍 신촌북3길43,,33.539547,126.61475
547,제주특별자치도 제주시 조천읍 신촌북1길 16,,33.536878,126.617305
548,제주특별자치도 제주시 조천읍 신촌북3길 62-1,,33.539644,126.613577
549,제주특별자치도 제주시 조천읍 신촌서5길102,,33.538304,126.614513
550,제주특별자치도 제주시 조천읍 신촌리 2429-2,,33.538486,126.615866
551,제주특별자치도 제주시 조천읍 신촌7길18,,33.538034,126.621682
552,제주특별자치도 제주시 조천읍 신북로 51,,33.536475,126.619289
553,제주특별자치도 제주시 조천읍 신촌북2길 12,,33.538526,126.619647
554,제주특별자치도 제주시 조천읍 신촌5길47,,33.539788,126.621257
555,제주특별자치도 제주시 조천읍 신북로46,,33.534504,126.618758
556,제주특별자치도 제주시 조천읍 신촌3길 16-3,,33.536813,126.619261
557,제주특별자치도 제주시 조천읍 신촌2길14,,33.533779,126.619308
558,제주특별자치도 제주시 조천읍 신촌남1길45,,33.528621,126.617574
559,제주특별자치도 제주시 조천읍 신촌남1길55,,33.529606,126.617974
560,제주특별자치도 제주시 조천읍 일주동로792,,33.533187,126.626286
561,제주특별자치도 제주시 조천읍 신와로95,,33.522731,126.618379
562,제주특별자치도 제주시 조천읍 신조로44,,33.520233,126.624469
563,제주특별자치도 제주시 조천읍 신조로22,,33.519123,126.621983
564,제주특별자치도 제주시 조천읍 신와로66,,33.524726,126.616512
565,제주특별자치도 제주시 조천읍 신촌10길22,,33.535364,126.62539
566,제주특별자치도 제주시 조천읍 신촌서5길72-1,,33.536978,126.615787
567,제주특별자치도 제주시 조천읍 조와로7길9-1,,33.512635,126.636254
568,제주특별자치도 제주시 조천읍 조와로61-4,,33.531682,126.635017
569,제주특별자치도 제주시 조천읍 신조로203,,33.521007,126.639695
570,제주특별자치도 제주시 조천읍 신조로152,,33.520477,126.634965
571,제주특별자치도 제주시 조천읍 조와로194,,33.520297,126.635147
572,제주특별자치도 제주시 조천읍 대흘남길31,,33.474955,126.66258
573,제주특별자치도 제주시 조천읍 와흘리244,,33.476352,126.645083
574,제주특별자치도 제주시 조천읍 와흘전2길51-13,,33.472044,126.640318
575,제주특별자치도 제주시 조천읍 종인내길69,,33.502404,126.620543
576,제주특별자치도 제주시 조천읍 신북로202,,33.537453,126.634851
577,제주특별자치도 제주시 조천읍 조천4길7,,33.536605,126.632734
578,제주특별자치도 제주시 조천읍 조천2길 37,,33.534499,126.629874
579,제주특별자치도 제주시 조천읍 조천1길19,,33.538313,126.632094
580,제주특별자치도 제주시 조천읍 조천1길5,,33.537966,126.631047
581,제주특별자치도 제주시 조천읍 종인내길69,,33.502404,126.620543
582,제주특별자치도 제주시 조천읍 조천리 3087-2,,33.537974,126.634348
583,제주특별자치도 제주시 조천읍 조천5길 1,,33.538168,126.634936
584,제주특별자치도 제주시 조천읍 조천7길2,,33.539160,126.636156
585,제주특별자치도 제주시 조천읍 조천7길10,,33.539120,126.635388
586,제주특별자치도 제주시 조천읍 조천9길 25,,33.540399,126.636638
587,제주특별자치도 제주시 조천읍 조함해안로12,,33.541353,126.638804
588,제주특별자치도 제주시 조천읍 조함해안로31,,33.542169,126.637058
589,제주특별자치도 제주시 조천읍 조천북1길8,,33.543750,126.636284
590,제주특별자치도 제주시 조천읍 조천7길41,,33.541743,126.63638
591,제주특별자치도 제주시 조천읍 조천북1길17,,33.543937,126.6359
592,제주특별자치도 제주시 조천읍 조흥길1,,33.542651,126.639584
593,제주특별자치도 제주시 조천읍 조천8길14-1,,33.532047,126.644709
594,제주특별자치도 제주시 조천읍 조천북4길8,,33.543596,126.63717
595,제주특별자치도 제주시 조천읍 조천11길13,,33.539101,126.63761
596,제주특별자치도 제주시 조천읍 조와로17-5,,33.535904,126.635925
597,제주특별자치도 제주시 조천읍 조천8길 21,,33.536233,126.637156
598,제주특별자치도 제주시 조천읍 조천12길14-11,,33.537525,126.639922
599,제주특별자치도 제주시 조천읍 남조로3096,,33.537499,126.641498
600,제주특별자치도 제주시 조천읍 일주동로906,,33.535109,126.63827
601,제주특별자치도 제주시 조천읍 조천남4길41,,33.532875,126.64007
602,제주특별자치도 제주시 조천읍 신북로324,주암주택 102동 앞쪽,33.540355,126.645993
603,제주특별자치도 제주시 조천읍 신북로324,주암주택 103동 서쪽,33.539934,126.644741
604,제주특별자치도 제주시 조천읍 조천18길23-2,,33.541536,126.645289
605,제주특별자치도 제주시 조천읍 조천리 599,,33.535652,126.645469
606,제주특별자치도 제주시 조천읍 조천18길11-1,,33.541789,126.644116
607,제주특별자치도 제주시 조천읍 조천리 1808-4,,33.522831,126.647928
608,제주특별자치도 제주시 조천읍 신조로34,,33.519778,126.622918
609,제주특별자치도 제주시 조천읍 조천리 3464,,33.516713,126.648606
610,제주특별자치도 제주시 조천읍 중산간동로601,,33.501934,126.649843
611,제주특별자치도 제주시 조천읍 조천리809-2,,33.542678,126.647191
612,제주특별자치도 제주시 조천읍 신북로219,,33.538220,126.636117
613,제주특별자치도 제주시 조천읍 신조로373,,33.519757,126.658199
614,제주특별자치도 제주시 조천읍 함덕6길 15,,33.543977,126.660723
615,제주특별자치도 제주시 조천읍 함덕16길25,,33.542698,126.665715
616,제주특별자치도 제주시 조천읍 함덕남2길28,,33.536732,126.662246
617,제주특별자치도 제주시 조천읍 함덕8길 47앞,,33.542492,126.662877
618,제주특별자치도 제주시 조천읍 함덕6길34,,33.542406,126.660692
619,제주특별자치도 제주시 조천읍 함덕29길29,,33.544476,126.674698
620,제주특별자치도 제주시 조천읍 함덕남12길 11,,33.535712,126.674937
621,제주특별자치도 제주시 조천읍 함덕8길26,,33.543701,126.662928
622,제주특별자치도 제주시 조천읍 함덕리 1408-1,,33.541347,126.665855
623,제주특별자치도 제주시 조천읍 함덕서4길62,,33.541693,126.666833
624,제주특별자치도 제주시 조천읍 함덕6길56북쪽,,33.540915,126.660862
625,제주특별자치도 제주시 조천읍 함덕6길19-12,,33.544137,126.661739
626,제주특별자치도 제주시 조천읍 함덕8길34,,33.542649,126.663193
627,제주특별자치도 제주시 조천읍 함덕20길42,,33.540068,126.666998
628,제주특별자치도 제주시 조천읍 함덕20길33-14북쪽,,33.539842,126.669247
629,제주특별자치도 제주시 조천읍 함덕14길24,,33.542178,126.66503
630,제주특별자치도 제주시 조천읍 함덕12길 55,,33.539640,126.66563
631,제주특별자치도 제주시 조천읍 함덕16길15-8,,33.541893,126.667967
632,제주특별자치도 제주시 조천읍 함덕16길3-1,,33.542775,126.6685
633,제주특별자치도 제주시 조천읍 함덕남2길19-10,,33.538082,126.662498
634,제주특별자치도 제주시 조천읍 함덕서4길10,,33.540452,126.661741
635,제주특별자치도 제주시 조천읍 함덕리 272-72,,33.542928,126.675853
636,제주특별자치도 제주시 조천읍 함덕27길10,,33.543265,126.674286
637,제주특별자치도 제주시 조천읍 함덕27길15,,33.543772,126.673735
638,제주특별자치도 제주시 조천읍 신북로650-1,,33.542624,126.678962
639,제주특별자치도 제주시 조천읍 함덕남10길20,,33.537454,126.673783
640,제주특별자치도 제주시 조천읍 일주동로1222,,33.539053,126.67077
641,제주특별자치도 제주시 조천읍 함덕리4154-3,,33.541593,126.675631
642,제주특별자치도 제주시 조천읍 신북로603,,33.542129,126.67347
643,제주특별자치도 제주시 조천읍 조함해안로576-2,,33.546331,126.67282
644,제주특별자치도 제주시 조천읍 조함해안로514,,33.544493,126.667328
645,제주특별자치도 제주시 조천읍 신북로515,,33.544627,126.664743
646,제주특별자치도 제주시 조천읍 함덕30길 27,,33.54032,126.677441
647,제주특별자치도 제주시 조천읍 함덕30길 27,,33.539819,126.677613
648,제주특별자치도 제주시 조천읍 함덕30길 27,,33.539819,126.677613
649,제주특별자치도 제주시 조천읍 함덕서4길60-12,,33.540674,126.667459
650,제주특별자치도 제주시 조천읍 함덕서4길60-16,,33.540572,126.667217
651,제주특별자치도 제주시 조천읍 함덕남12길19-6,,33.534625,126.674176
652,제주특별자치도 제주시 조천읍 함덕남12길19-7,,33.536346,126.674106
653,제주특별자치도 제주시 조천읍 함덕5길16,,33.546653,126.659143
654,제주특별자치도 제주시 조천읍 조함해안로406,,33.548693,126.659216
655,제주특별자치도 제주시 조천읍 함덕남2길19-9,,33.537821,126.661764
656,제주특별자치도 제주시 조천읍 함덕남2길14,,33.537538,126.661692
657,제주특별자치도 제주시 조천읍 함덕14길41,,33.540938,126.665221
658,제주특별자치도 제주시 조천읍 일주동로1415,,33.546448,126.686467
659,제주특별자치도 제주시 조천읍 북촌서길9-2,,33.550233,126.685928
660,제주특별자치도 제주시 조천읍 북촌북길20,,33.551488,126.690634
661,제주특별자치도 제주시 조천읍 북촌7길14,,33.551349,126.693991
662,제주특별자치도 제주시 조천읍 북촌5길12,,33.550744,126.692519
663,제주특별자치도 제주시 조천읍 북촌북길25-5,,33.548244,126.692141
664,제주특별자치도 제주시 조천읍 북촌리573,,33.547619,126.692523
665,제주특별자치도 제주시 조천읍 북촌9길11,,33.551331,126.694642
666,제주특별자치도 제주시 조천읍 북흘로9,,33.548657,126.695069
667,제주특별자치도 제주시 조천읍 북촌11길20-9,,33.552712,126.695821
668,제주특별자치도 제주시 조천읍 북촌15길23,,33.554563,126.699793
669,제주특별자치도 제주시 조천읍 일주동로1574,,33.553403,126.701438
670,제주특별자치도 제주시 조천읍 북촌12길 33,,33.548866,126.699072
671,제주특별자치도 제주시 조천읍 북흘로135,,33.539731,126.70239
672,제주특별자치도 제주시 조천읍 신북로353-12,,33.544445,126.648052
673,제주특별자치도 제주시 조천읍 신흥로1길25,,33.549622,126.650329
674,제주특별자치도 제주시 조천읍 신흥로2길2-21,,33.550408,126.653625
675,제주특별자치도 제주시 조천읍 신흥로 25,,33.547675,126.652366
676,제주특별자치도 제주시 조천읍 신흥로1길25,,33.549622,126.650329
677,제주특별자치도 제주시 조천읍 신흥로1길 43-8,,33.549756,126.648796
678,제주특별자치도 제주시 조천읍 조함해안로217-1,,33.555131,126.644143
679,제주특별자치도 제주시 조천읍 북선로368,,33.513819,126.698497
680,제주특별자치도 제주시 조천읍 대흘리826-1,,33.507317,126.664827
681,제주특별자치도 제주시 조천읍 대흘리 583,,33.517123,126.669286
682,제주특별자치도 제주시 조천읍 남조로2201-7,,33.463388,126.659675
683,제주특별자치도 제주시 조천읍 남조로2023,,33.450093,126.658863
684,제주특별자치도 제주시 조천읍 교래3길98,교래리사무소,33.433866,126.674154
685,제주특별자치도 제주시 조천읍 비자림로768,,33.436911,126.688599
686,제주특별자치도 제주시 조천읍 남조로1717-35,,33.426628,126.670572
687,제주특별자치도 제주시 조천읍 남조로1660,,33.421137,126.680953
688,제주특별자치도 제주시 조천읍 와선로162-9,,33.483655,126.690778
689,제주특별자치도 제주시 조천읍 비자림로1065,,33.436455,126.718374
690,제주특별자치도 제주시 조천읍 선흘리1997-1,,33.482386,126.701889
691,제주특별자치도 제주시 조천읍 선교로375,,33.476084,126.708924
692,제주특별자치도 제주시 조천읍 선교로434-2,,33.469764,126.708577
693,제주특별자치도 제주시 조천읍 선흘리4079-6,,33.465325,126.693491
694,제주특별자치도 제주시 조천읍 번영로1338,,33.470537,126.677728
695,제주특별자치도 제주시 조천읍 와산남길37,,33.484293,126.677075
696,제주특별자치도 제주시 조천읍 함덕리1752,,33.532840,126.664338
697,제주특별자치도 제주시 조천읍 신촌남8길106,,33.523952,126.625805
698,제주특별자치도 제주시 조천읍 와흘리 2570-21,,33.506051,126.628412
699,제주특별자치도 제주시 한경면 판포리 1600-2,오수처리장,33.3707569,126.206925
700,제주특별자치도 제주시 한경면 판포리 2126,전동 동회관앞(함영자),33.3596216,126.2075734
701,제주특별자치도 제주시 한경면 판포리 2617-1,농협창고옆(중동),33.3584631,126.2029423
702,제주특별자치도 제주시 한경면 판포리 2928-3,신명동 포구,33.3644532,126.1964593
703,제주특별자치도 제주시 한경면 판포리 2852-8,구 초등학교,33.3627461,126.2018125
704,제주특별자치도 제주시 한경면 판포리 1986-4,마을회관 주차장(노인회관),33.3616192,126.2068657
705,제주특별자치도 제주시 한경면 판포리 1707,판포어촌계 식당 앞,,
706,제주특별자치도 제주시 한경면 판포리 2872,메가리조트,33.3651009,126.1992259
707,제주특별자치도 제주시 한경면 판포리 2961-3,판포 취락구조,33.3630448,126.1974412
708,제주특별자치도 제주시 한경면 판포리 1757,판포 상동 저장창고 앞,33.3642286,126.2073215
709,제주특별자치도 제주시 한경면 판포리 726,판포 산8번지 비채올린 입구,33.3486936,126.2181201
710,제주특별자치도 제주시 한경면 금등리 549-1,금등마을회관 옆,33.3603359,126.1956706
711,제주특별자치도 제주시 한경면 금등리 184-1,수장동회관앞,33.343658,126.2112984
712,제주특별자치도 제주시 한경면 금등리 558,마을 안 길(회관 서측길,33.3592622,126.1955394
713,제주특별자치도 제주시 한경면 금등리 639,IGH호델입구,33.3637429,126.1940935
714,제주특별자치도 제주시 한경면 금등리 649-3,금등양식장 진입로 삼거리,33.3621439,126.1901547
715,제주특별자치도 제주시 한경면 두모리 2608,두모방파제 공유수면,33.3575384,126.1822761
716,제주특별자치도 제주시 한경면 두모리  2876-4,한경철물 앞 공터,33.3513609,126.1839339
717,제주특별자치도 제주시 한경면 두모리  2962-1,두모리 건강쉼터 주변공간,33.3528863,126.1856702
718,제주특별자치도 제주시 한경면 두모리 2628-1,마을 안,33.3442476,126.2039107
719,제주특별자치도 제주시 한경면 두모리 2818-1,면사무소 맞은편 광어양식장 공유수면,33.3508641,126.1809775
720,제주특별자치도 제주시 한경면 신창리 368-1,어촌계창고앞,33.348083,126.181743
721,제주특별자치도 제주시 한경면 신창리 1321-2,싱게물공원화장실앞 주차장,33.342914,126.174193
722,제주특별자치도 제주시 한경면 신창리 961-1,신흥동 마을 끝 삼거리,33.337144,126.185979
723,제주특별자치도 제주시 한경면 신창리 233-1,한경주유소 앞,33.3372393,126.1769413
724,제주특별자치도 제주시 한경면 신창리 237-1,신창리사무소앞 주차장,33.34994,126.184129
725,제주특별자치도 제주시 한경면 신창리 431,수협 옆,33.347713,126.182861
726,제주특별자치도 제주시 한경면 신창리 193-2,상동(창고 맞은편)한경농협쪽,33.3486215,126.1871409
727,제주특별자치도 제주시 한경면 신창리 18-2,한경농협마트,33.3481107,126.1792767
728,제주특별자치도 제주시 한경면 신창리 422,신창초중학교 주차장,33.3481107,126.1792767
729,제주특별자치도 제주시 한경면 용수리1111-1,창고옆 공터,33.3338016,126.1729841
730,제주특별자치도 제주시 한경면 용수리 1504,주전동(창고주변),33.33301,126.1706377
731,제주특별자치도 제주시 한경면 용수리 3909-1,용당 양식장 주변(해안도로),33.334722,126.163592
732,제주특별자치도 제주시 한경면 용수리 4107-6,용수보건소 주차장(리사무소),33.325258,126.168769
733,제주특별자치도 제주시 한경면 용수리 4363-1,갈매기민박앞,33.321473,126.171248
734,제주특별자치도 제주시 한경면 용수리 4117-3,어촌계사무실 옆,33.324084,126.166308
735,제주특별자치도 제주시 한경면 용수리 4229-2,전경초소 앞,33.3246,126.163334
736,제주특별자치도 제주시 한경면 용수리 4194,용수 해안 양식장 옆,33.3245783,33.32752
737,제주특별자치도 제주시 한경면 두모리1402,마을회간 로타리 무료주차장,33.3356796,126.1966733
738,제주특별자치도 제주시 한경면 두모리  1270-8,마을 안 길,33.3336167,126.1976785
739,제주특별자치도 제주시 한경면 두모리 1502,한원리 남동 물통,33.3370958,126.1953187
740,제주특별자치도 제주시 한경면 두모리 1504,농협창고 주차장,33.3380999,126.1955165
741,제주특별자치도 제주시 한경면 한원리 602-8,북호동 입구 사거리,33.3400617,126.2012144
742,제주특별자치도 제주시 한경면 두모리 1871-1,파인힐 골목(농협로터리~한원방향),33.343447,126.1936949
743,제주특별자치도 제주시 한경면 두모리 1308-7,로터리(용당방향)팔각정 남측 삼거리,33.3344103,126.1956091
744,제주특별자치도 제주시 한경면 낙천리 1927,낙천리사무소 주차장,33.3263853,126.2273511
745,제주특별자치도 제주시 한경면 낙천리 1741-1,마을소공원,33.3249727,126.2278529
746,제주특별자치도 제주시 한경면 낙천리1705-1,마을 안쪽 끝,33.3222953,126.2282442
747,제주특별자치도 제주시 한경면 낙천리 1909-1,의자마을 입구,33.3275863,126.2255544
748,제주특별자치도 제주시 한경면 조수리 378,리사무소뒤 주차장,33.3372832,126.2285163
749,제주특별자치도 제주시 한경면 조수리 1553,조수약천교회옆 도로변,33.3308728,126.2158715
750,제주특별자치도 제주시 한경면 조수리 423-1,구초등학교 입구,33.3362358,126.2188194
751,제주특별자치도 제주시 한경면 조수리 317-3,현수막 걸이대 앞(천주교 입구),33.3356954,126.2200569
752,제주특별자치도 제주시 한경면 조수리 788-2,한라농장입구,33.341448,126.220051
753,제주특별자치도 제주시 한경면 조수리4007-2,한경농협창고옆,33.2937558,126.2308207
754,제주특별자치도 제주시 한경면 조수리 3741-3,어멍식당 앞,33.2966905,126.2130667
755,제주특별자치도 제주시 한경면 조수리3763,블그못로 23,33.2966387,126.2116518
756,제주특별자치도 제주시 한경면 조수리2854-4,신축6동,,
757,제주특별자치도 제주시 한경면 저지리 1783-2,저지리사무소 앞,33.341448,126.220051
758,제주특별자치도 제주시 한경면 저지리 1197-1,수동회관,33.3301738,126.2463165
759,제주특별자치도 제주시 한경면 저지리 산13-24,성전동입구,33.3370663,126.2277
760,제주특별자치도 제주시 한경면 저지리 3040,명이동(물통오리식당 맞은편 관정),33.3409777,126.2489377
761,제주특별자치도 제주시 한경면 저지리 1504-6,농협창고(신협맞은편),33.31949,126.26156
762,제주특별자치도 제주시 한경면 저지리 2114-24,예술인마을입구,33.3277974,126.2448432
763,제주특별자치도 제주시 한경면 저지리2114-79,현대미술관 인근,33.340017,126.26491
764,제주특별자치도 제주시 한경면 저지리114-76,현대미술관 뒤쪽,,
765,제주특별자치도 제주시 한경면 저지리 1529-4,생각하는 정원,33.3383733,126.2553878
766,제주특별자치도 제주시 한경면 저지리 2120-85,방림원 차고지,33.3261714,126.2465391
767,제주특별자치도 제주시 한경면 저지리 416-1,저청초등학교안 주차장,33.3248292,126.2475061
768,제주특별자치도 제주시 한경면 저지리 산39,유리의 성,33.3175112,126.2638305
769,제주특별자치도 제주시 한경면 저지리 2889-3,"분재예술원↔ 명리동 중간
(몽생이)",33.324716,126.259976
770,제주특별자치도 제주시 한경면 저지리 3215,명리동 알동네식당 옆골목안,33.3246456,126.2513323
771,제주특별자치도 제주시 한경면 저지리 1799-1,저지파출소 옆,33.3164588,126.2592801
772,제주특별자치도 제주시 한경면 저지리 3267,"비밀의 정원
(유리성~녹차밭사이)",33.3082844,126.281528
773,제주특별자치도 제주시 한경면 저지리 산 38,"곶자왈식당, 마트",33.309007,126.2803525
774,제주특별자치도 제주시 한경면 청수리 1634-1,청수편의점 맞은편,33.3248292,126.2475061
775,제주특별자치도 제주시 한경면 청수리 1505-1,청수 우리집 편션 옆,33.3214705,126.2363463
776,제주특별자치도 제주시 한경면 청수리 854-1,평화박물관 입구,33.3200063,126.2375558
777,제주특별자치도 제주시 한경면 청수리 1535,청수천주교 성당 안,33.3055931,126.2421444
778,제주특별자치도 제주시 한경면 청수리 3389,애서원 입구,33.3203969,126.2391652
779,제주특별자치도 제주시 한경면 청수리 147-4,청수리평화동 수출단지 선과장앞,33.3045442,126.249813
780,제주특별자치도 제주시 한경면 청수리 53-1,청수알미늄맞은편(평화동소공원),33.3045442,126.249813
781,제주특별자치도 제주시 한경면 청수리 113-2,청수승마장(웃뜨르빛센타),33.3106892,126.2521389
782,제주특별자치도 제주시 한경면 청수리 2130,"청수 캠핑장(펜션)
낙천-청수 가기전 4거리 왼쪽 농로",33.3020447,126.2502385
783,제주특별자치도 제주시 한경면 청수리2391,청수타운하우스,33.31316,126.244629
784,제주특별자치도 제주시 한경면 고산리 2179-1,제주리필건물 앞(동문식당),33.3019551,126.1807032
785,제주특별자치도 제주시 한경면 고산리 2825-1,도로변 금성물류 입구쪽,33.302983,126.1733051
786,제주특별자치도 제주시 한경면 고산리 2205-1,우체국 돌담 옆(사철나무),33.3011319,126.1700873
787,제주특별자치도 제주시 한경면 고산리 3871,한장동마을 공터,33.3036118,126.1703192
788,제주특별자치도 제주시 한경면 고산리 3809-4,한장동 입구(신축건물),33.290856,126.164711
789,제주특별자치도 제주시 한경면 고산리 3855,한장동 양식장,33.2913368,126.1565418
790,제주특별자치도 제주시 한경면 고산리 3616-9,자구내포구 화장실 옆,33.30912,126.165563
791,제주특별자치도 제주시 한경면 고산리 3594-1,자구내 입구,33.30808,126.165941
792,제주특별자치도 제주시 한경면 고산리 3818-1,한장동 농협창고 옆,33.29047,126.167745
793,제주특별자치도 제주시 한경면 고산리 3616-11,자구내 (해양파출소),33.308381,126.164245
794,제주특별자치도 제주시 한경면 고산리 2409-4,태권도장 삼거리(고산로 6길 16),33.3066758,126.1716513
795,제주특별자치도 제주시 한경면 고산리 1296-6,저류지 접 도로변(서종수),33.3066758,126.1716513
796,제주특별자치도 제주시 한경면 고산리 2749-1,"6,000냥 부페",33.3066837,126.1768144
797,제주특별자치도 제주시 한경면 고산리 3147-4,뷰티고 주차장,33.303256,126.1715097
798,제주특별자치도 제주시 한경면 고산리 2162-5,"고영란 집 맞은편 사거리
고조로 24맞은편",33.3049868,126.1721158
799,제주특별자치도 제주시 한경면 고산리 2609-4,한국통신사원아파트앞,33.304495,126.1754704
800,제주특별자치도 제주시 한경면 고산리 2141-3,"고산로 4길 14
(어린이집쪽 정미소 남쪽)",33.3075157,126.1694757
801,제주특별자치도 제주시 한경면 고산리 3148-1,뜨레모아(체육관 맞은편),33.3034972,126.1912653
802,제주특별자치도 제주시 한경면 고산리  1885-13,고학로64가기전도로변(고산2. 사거리),33.3024568,126.177516
803,제주특별자치도 제주시 한경면 고산리 1890-27,리사무소옆(항내물)택시탑승,33.3034088,126.1787524
804,제주특별자치도 제주시 한경면 고산리 1999-5,항내물(하천안쪽),33.3021939,126.1790889
805,제주특별자치도 제주시 한경면 고산리 451,신수동방송국입구(신물),33.3030729,126.1795818
806,제주특별자치도 제주시 한경면 고산리 250,농협창고옆(전답동),33.30325126,126.1824576
807,제주특별자치도 제주시 한경면 고산리 1547-1,고산5길23맞은편(이기창 이장),33.3029522,126.1896312
808,제주특별자치도 제주시 한경면 고산리 1727,칠전동회관 주차장,33.3013072,126.1825771
809,제주특별자치도 제주시 한경면 고산리 1618-2,고산2리회관 남측 골목,33.302446,126.1768431
810,제주특별자치도 제주시 한경면 고산리 1600,회관 건너편도로 방향,33.3013072,126.1825771
811,제주특별자치도 제주시 한경면 고산리 2103-3,원광요양원앞,33.3048153,126.1802458
812,제주특별자치도 제주시 한경면 고산리 1930-2,리사무소 옆(회관 옆),33.3048153,126.1802458
813,제주특별자치도 제주시 한경면 청수리 3277,다목적회관입입구,33.2927056,126.2251332
814,제주특별자치도 제주시 한경면 청수리 3338,폐교 옆,33.2927056,126.2251332
815,제주특별자치도 제주시 한경면 청수리 3390,월광동회관 입구,33.2954637,126.2248962
816,제주특별자치도 제주시 한경면 청수리 2503-2,수룡2길 11,33.2934894,126.2474391
817,제주특별자치도 제주시 한경면 낙천리 283-1,수룡동 농협창고옆(낙천리 283-1),33.3104413,126.2388292
818,제주특별자치도 제주시 한경면 청수리 2477-1,수룡동 마을 안길 끝,33.3078674,126.2415075
819,제주특별자치도 제주시 한경면 청수리3388-1,무뚱식당옆,33.302783,126.23781
820,제주특별자치도 제주시 추자면 대서리 4-4,여정여관 앞,33.96275,126.298027
821,제주특별자치도 제주시 추자면 대서리 8-4,제일식당 앞,33.963723,126.297265
822,제주특별자치도 제주시 추자면 대서리 147-2,솔잎가든식당 앞,33.962682,126.295113
823,제주특별자치도 제주시 추자면 대서리 147-16,대서리사무소 앞,33.962108,126.294327
824,제주특별자치도 제주시 추자면 대서리 147-16,추자한의원 앞,33.962293,126.294347
825,제주특별자치도 제주시 추자면 영흥리 366-8,나바론민박 앞,33.960916,126.295437
826,제주특별자치도 제주시 추자면 영흥리 362-3,영흥리사무소 앞,33.960041,126.296309
827,제주특별자치도 제주시 추자면 영흥리 367-14,영흥리 광장 동쪽,33.960062,126.297598
828,제주특별자치도 제주시 추자면 묵리 731-6,묵리포구 인근,33.944881,126.312545
829,제주특별자치도 제주시 추자면 영흥리 325-5,추자청소년문화의집 서쪽,33.961335,126.292823
830,제주특별자치도 제주시 추자면 영흥리 307,해군부대아파트 내,33.960474,126.293929
831,제주특별자치도 제주시 추자면 묵리 216,묵리경로당 앞,33.944945,126.314911
832,제주특별자치도 제주시 추자면 신양리 841-2,신양2리 마을길,33.940798,126.322208
833,제주특별자치도 제주시 추자면 신양리 874-8,장작평사 삼거리,33.940487,126.323634
834,제주특별자치도 제주시 추자면 신양리 448-3,하추자 추자도수협 옆,33.944492,126.326641
835,제주특별자치도 제주시 추자면 신양리 434-9,신양1리 해녀탈의장 옆,33.94618,126.328176
836,제주특별자치도 제주시 추자면 신양리 434-1,하추자 신양항 뒤편,33.945777,126.329729
