,address,location,latitude,longtitude,type
498,제주특별자치도 제주시 조천읍 와흘4길35, 조천읍 와흘4길35,33.507829,126.632597,clean
499,제주특별자치도 제주시 조천읍 와흘로119, 조천읍 와흘로119,33.494936,126.634631,clean
500,제주특별자치도 제주시 조천읍 남조로2367, 조천읍 남조로2367,33.477229,126.655659,clean
501,제주특별자치도 제주시 조천읍 대흘리2341, 조천읍 대흘리2341,33.501527,126.652539,clean
502,제주특별자치도 제주시 조천읍 조와로373-1, 조천읍 조와로373-1,33.505733,126.636239,clean
503,제주특별자치도 제주시 조천읍 곱은달길25, 조천읍 곱은달길25,33.515355,126.671564,clean
504,제주특별자치도 제주시 조천읍 함와로312맞은편, 조천읍 함와로312맞은편,33.515055,126.676075,clean
505,제주특별자치도 제주시 조천읍 조함해안로441, 조천읍 조함해안로441,33.548042,126.661591,clean
506,제주특별자치도 제주시 조천읍 조함해안로585, 조천읍 조함해안로585,33.546446,126.673748,clean
507,제주특별자치도 제주시 조천읍 신북로499, 조천읍 신북로499,33.545045,126.663711,clean
508,제주특별자치도 제주시 조천읍 신북로520, 조천읍 신북로520,33.543768,126.66515,clean
509,제주특별자치도 제주시 조천읍 함덕남12길29, 조천읍 함덕남12길29,33.53593,126.672869,clean
510,제주특별자치도 제주시 조천읍 함덕리1002-6, 조천읍 함덕리1002-6,33.543668,126.668483,clean
511,제주특별자치도 제주시 조천읍 함덕14길1, 조천읍 함덕14길1,33.543495,126.667341,clean
512,제주특별자치도 제주시 조천읍 함덕19길 15, 조천읍 함덕19길 15,33.543997,126.670364,clean
513,제주특별자치도 제주시 조천읍 조함해안로525, 조천읍 조함해안로525,33.54522,126.669076,clean
514,제주특별자치도 제주시 조천읍 함덕리1024-3, 조천읍 함덕리1024-3,33.546737,126.661682,clean
515,제주특별자치도 제주시 조천읍 함와로56맞은편, 조천읍 함와로56맞은편,33.537399,126.675324,clean
516,제주특별자치도 제주시 조천읍 신흥로1길10-1, 조천읍 신흥로1길10-1,33.549391,126.651392,clean
517,제주특별자치도 제주시 조천읍 신흥로2길37, 조천읍 신흥로2길37,33.551804,126.651964,clean
518,제주특별자치도 제주시 조천읍 북촌1길43, 조천읍 북촌1길43,33.550411,126.684211,clean
519,제주특별자치도 제주시 조천읍 북촌11길19, 조천읍 북촌11길19,33.552596,126.695265,clean
520,제주특별자치도 제주시 조천읍 북촌12길21-1, 조천읍 북촌12길21-1,33.54988,126.699159,clean
521,제주특별자치도 제주시 조천읍 북촌리542-1, 조천읍 북촌리542-1,33.550346,126.695738,clean
522,제주특별자치도 제주시 조천읍 중산간동로923-2, 조천읍 중산간동로923-2,33.494117,126.680559,clean
523,제주특별자치도 제주시 조천읍 선흘동2길31, 조천읍 선흘동2길31,33.515249,126.704967,clean
524,제주특별자치도 제주시 조천읍 중산간동로1290, 조천읍 중산간동로1290,33.513197,126.705305,clean
525,제주특별자치도 제주시 조천읍 선화길22옆, 조천읍 선화길22옆,33.462683,126.71327,clean
526,제주특별자치도 제주시 조천읍 선흘리1946-1, 조천읍 선흘리1946-1,33.460566,126.702698,clean
527,제주특별자치도 제주시 조천읍 함덕22길 11-4, 조천읍 함덕22길 11-4,33.54096,126.673471,clean
528,제주특별자치도 제주시 조천읍 조천읍함대로11, 조천읍 조천읍함대로11,33.544881,126.658482,clean
529,제주특별자치도 제주시 조천읍 선교로198, 조천읍 선교로198,33.487979,126.699304,clean
530,제주특별자치도 제주시 조천읍 조천10길14, 조천읍 조천10길14,33.540315,126.63795,clean
531,제주특별자치도 제주시 조천읍 조천리1927-2, 조천읍 조천리1927-2,33.521374,126.63721,clean
532,제주특별자치도 제주시 조천읍 와흘전2길53, 조천읍 와흘전2길53,33.471348,126.639039,clean
533,제주특별자치도 제주시 조천읍 선흘리1967, 조천읍 선흘리1967,33.465996,126.699211,clean
534,제주특별자치도 제주시 조천읍 함덕18길18옆, 조천읍 함덕18길18옆,33.541686,126.670083,clean
535,제주특별자치도 제주시 조천읍 신흥관전길89-5, 조천읍 신흥관전길89-5,33.550335,126.647691,clean
536,제주특별자치도 제주시 조천읍 선흘리4022, 조천읍 선흘리4022,33.487393,126.698145,clean
537,제주특별자치도 제주시 조천읍 신촌11길7, 조천읍 신촌11길7,33.536642,126.62531,clean
538,제주특별자치도 제주시 조천읍 신북로95, 조천읍 신북로95,33.537866,126.623433,clean
539,제주특별자치도 제주시 조천읍 신촌5길1, 조천읍 신촌5길1,33.536507,126.620583,clean
540,제주특별자치도 제주시 조천읍 신촌8길3, 조천읍 신촌8길3,33.536943,126.622518,clean
541,제주특별자치도 제주시 조천읍 신촌7길13, 조천읍 신촌7길13,33.537986,126.621424,clean
542,제주특별자치도 제주시 조천읍 신촌7길30, 조천읍 신촌7길30,33.538653,126.622292,clean
543,제주특별자치도 제주시 조천읍 신촌9길26, 조천읍 신촌9길26,33.538694,126.623171,clean
544,제주특별자치도 제주시 조천읍 신촌5길31, 조천읍 신촌5길31,33.538692,126.620321,clean
545,제주특별자치도 제주시 조천읍 신촌9길40-8, 조천읍 신촌9길40-8,33.539966,126.623895,clean
546,제주특별자치도 제주시 조천읍 신촌북3길43, 조천읍 신촌북3길43,33.539547,126.61475,clean
547,제주특별자치도 제주시 조천읍 신촌북1길 16, 조천읍 신촌북1길 16,33.536878,126.617305,clean
548,제주특별자치도 제주시 조천읍 신촌북3길 62-1, 조천읍 신촌북3길 62-1,33.539644,126.613577,clean
549,제주특별자치도 제주시 조천읍 신촌서5길102, 조천읍 신촌서5길102,33.538304,126.614513,clean
550,제주특별자치도 제주시 조천읍 신촌리 2429-2, 조천읍 신촌리 2429-2,33.538486,126.615866,clean
551,제주특별자치도 제주시 조천읍 신촌7길18, 조천읍 신촌7길18,33.538034,126.621682,clean
552,제주특별자치도 제주시 조천읍 신북로 51, 조천읍 신북로 51,33.536475,126.619289,clean
553,제주특별자치도 제주시 조천읍 신촌북2길 12, 조천읍 신촌북2길 12,33.538526,126.619647,clean
554,제주특별자치도 제주시 조천읍 신촌5길47, 조천읍 신촌5길47,33.539788,126.621257,clean
555,제주특별자치도 제주시 조천읍 신북로46, 조천읍 신북로46,33.534504,126.618758,clean
556,제주특별자치도 제주시 조천읍 신촌3길 16-3, 조천읍 신촌3길 16-3,33.536813,126.619261,clean
557,제주특별자치도 제주시 조천읍 신촌2길14, 조천읍 신촌2길14,33.533779,126.619308,clean
558,제주특별자치도 제주시 조천읍 신촌남1길45, 조천읍 신촌남1길45,33.528621,126.617574,clean
559,제주특별자치도 제주시 조천읍 신촌남1길55, 조천읍 신촌남1길55,33.529606,126.617974,clean
560,제주특별자치도 제주시 조천읍 일주동로792, 조천읍 일주동로792,33.533187,126.626286,clean
561,제주특별자치도 제주시 조천읍 신와로95, 조천읍 신와로95,33.522731,126.618379,clean
562,제주특별자치도 제주시 조천읍 신조로44, 조천읍 신조로44,33.520233,126.624469,clean
563,제주특별자치도 제주시 조천읍 신조로22, 조천읍 신조로22,33.519123,126.621983,clean
564,제주특별자치도 제주시 조천읍 신와로66, 조천읍 신와로66,33.524726,126.616512,clean
565,제주특별자치도 제주시 조천읍 신촌10길22, 조천읍 신촌10길22,33.535364,126.62539,clean
566,제주특별자치도 제주시 조천읍 신촌서5길72-1, 조천읍 신촌서5길72-1,33.536978,126.615787,clean
567,제주특별자치도 제주시 조천읍 조와로7길9-1, 조천읍 조와로7길9-1,33.512635,126.636254,clean
568,제주특별자치도 제주시 조천읍 조와로61-4, 조천읍 조와로61-4,33.531682,126.635017,clean
569,제주특별자치도 제주시 조천읍 신조로203, 조천읍 신조로203,33.521007,126.639695,clean
570,제주특별자치도 제주시 조천읍 신조로152, 조천읍 신조로152,33.520477,126.634965,clean
571,제주특별자치도 제주시 조천읍 조와로194, 조천읍 조와로194,33.520297,126.635147,clean
572,제주특별자치도 제주시 조천읍 대흘남길31, 조천읍 대흘남길31,33.474955,126.66258,clean
573,제주특별자치도 제주시 조천읍 와흘리244, 조천읍 와흘리244,33.476352,126.645083,clean
574,제주특별자치도 제주시 조천읍 와흘전2길51-13, 조천읍 와흘전2길51-13,33.472044,126.640318,clean
575,제주특별자치도 제주시 조천읍 종인내길69, 조천읍 종인내길69,33.502404,126.620543,clean
576,제주특별자치도 제주시 조천읍 신북로202, 조천읍 신북로202,33.537453,126.634851,clean
577,제주특별자치도 제주시 조천읍 조천4길7, 조천읍 조천4길7,33.536605,126.632734,clean
578,제주특별자치도 제주시 조천읍 조천2길 37, 조천읍 조천2길 37,33.534499,126.629874,clean
579,제주특별자치도 제주시 조천읍 조천1길19, 조천읍 조천1길19,33.538313,126.632094,clean
580,제주특별자치도 제주시 조천읍 조천1길5, 조천읍 조천1길5,33.537966,126.631047,clean
581,제주특별자치도 제주시 조천읍 종인내길69, 조천읍 종인내길69,33.502404,126.620543,clean
582,제주특별자치도 제주시 조천읍 조천리 3087-2, 조천읍 조천리 3087-2,33.537974,126.634348,clean
583,제주특별자치도 제주시 조천읍 조천5길 1, 조천읍 조천5길 1,33.538168,126.634936,clean
584,제주특별자치도 제주시 조천읍 조천7길2, 조천읍 조천7길2,33.53916,126.636156,clean
585,제주특별자치도 제주시 조천읍 조천7길10, 조천읍 조천7길10,33.53912,126.635388,clean
586,제주특별자치도 제주시 조천읍 조천9길 25, 조천읍 조천9길 25,33.540399,126.636638,clean
587,제주특별자치도 제주시 조천읍 조함해안로12, 조천읍 조함해안로12,33.541353,126.638804,clean
588,제주특별자치도 제주시 조천읍 조함해안로31, 조천읍 조함해안로31,33.542169,126.637058,clean
589,제주특별자치도 제주시 조천읍 조천북1길8, 조천읍 조천북1길8,33.54375,126.636284,clean
590,제주특별자치도 제주시 조천읍 조천7길41, 조천읍 조천7길41,33.541743,126.63638,clean
591,제주특별자치도 제주시 조천읍 조천북1길17, 조천읍 조천북1길17,33.543937,126.6359,clean
592,제주특별자치도 제주시 조천읍 조흥길1, 조천읍 조흥길1,33.542651,126.639584,clean
593,제주특별자치도 제주시 조천읍 조천8길14-1, 조천읍 조천8길14-1,33.532047,126.644709,clean
594,제주특별자치도 제주시 조천읍 조천북4길8, 조천읍 조천북4길8,33.543596,126.63717,clean
595,제주특별자치도 제주시 조천읍 조천11길13, 조천읍 조천11길13,33.539101,126.63761,clean
596,제주특별자치도 제주시 조천읍 조와로17-5, 조천읍 조와로17-5,33.535904,126.635925,clean
597,제주특별자치도 제주시 조천읍 조천8길 21, 조천읍 조천8길 21,33.536233,126.637156,clean
598,제주특별자치도 제주시 조천읍 조천12길14-11, 조천읍 조천12길14-11,33.537525,126.639922,clean
599,제주특별자치도 제주시 조천읍 남조로3096, 조천읍 남조로3096,33.537499,126.641498,clean
600,제주특별자치도 제주시 조천읍 일주동로906, 조천읍 일주동로906,33.535109,126.63827,clean
601,제주특별자치도 제주시 조천읍 조천남4길41, 조천읍 조천남4길41,33.532875,126.64007,clean
602,제주특별자치도 제주시 조천읍 신북로324,주암주택 102동 앞쪽,33.540355,126.645993,clean
603,제주특별자치도 제주시 조천읍 신북로324,주암주택 103동 서쪽,33.539934,126.644741,clean
604,제주특별자치도 제주시 조천읍 조천18길23-2, 조천읍 조천18길23-2,33.541536,126.645289,clean
605,제주특별자치도 제주시 조천읍 조천리 599, 조천읍 조천리 599,33.535652,126.645469,clean
606,제주특별자치도 제주시 조천읍 조천18길11-1, 조천읍 조천18길11-1,33.541789,126.644116,clean
607,제주특별자치도 제주시 조천읍 조천리 1808-4, 조천읍 조천리 1808-4,33.522831,126.647928,clean
608,제주특별자치도 제주시 조천읍 신조로34, 조천읍 신조로34,33.519778,126.622918,clean
609,제주특별자치도 제주시 조천읍 조천리 3464, 조천읍 조천리 3464,33.516713,126.648606,clean
610,제주특별자치도 제주시 조천읍 중산간동로601, 조천읍 중산간동로601,33.501934,126.649843,clean
611,제주특별자치도 제주시 조천읍 조천리809-2, 조천읍 조천리809-2,33.542678,126.647191,clean
612,제주특별자치도 제주시 조천읍 신북로219, 조천읍 신북로219,33.53822,126.636117,clean
613,제주특별자치도 제주시 조천읍 신조로373, 조천읍 신조로373,33.519757,126.658199,clean
614,제주특별자치도 제주시 조천읍 함덕6길 15, 조천읍 함덕6길 15,33.543977,126.660723,clean
615,제주특별자치도 제주시 조천읍 함덕16길25, 조천읍 함덕16길25,33.542698,126.665715,clean
616,제주특별자치도 제주시 조천읍 함덕남2길28, 조천읍 함덕남2길28,33.536732,126.662246,clean
617,제주특별자치도 제주시 조천읍 함덕8길 47앞, 조천읍 함덕8길 47앞,33.542492,126.662877,clean
618,제주특별자치도 제주시 조천읍 함덕6길34, 조천읍 함덕6길34,33.542406,126.660692,clean
619,제주특별자치도 제주시 조천읍 함덕29길29, 조천읍 함덕29길29,33.544476,126.674698,clean
620,제주특별자치도 제주시 조천읍 함덕남12길 11, 조천읍 함덕남12길 11,33.535712,126.674937,clean
621,제주특별자치도 제주시 조천읍 함덕8길26, 조천읍 함덕8길26,33.543701,126.662928,clean
622,제주특별자치도 제주시 조천읍 함덕리 1408-1, 조천읍 함덕리 1408-1,33.541347,126.665855,clean
623,제주특별자치도 제주시 조천읍 함덕서4길62, 조천읍 함덕서4길62,33.541693,126.666833,clean
624,제주특별자치도 제주시 조천읍 함덕6길56북쪽, 조천읍 함덕6길56북쪽,33.540915,126.660862,clean
625,제주특별자치도 제주시 조천읍 함덕6길19-12, 조천읍 함덕6길19-12,33.544137,126.661739,clean
626,제주특별자치도 제주시 조천읍 함덕8길34, 조천읍 함덕8길34,33.542649,126.663193,clean
627,제주특별자치도 제주시 조천읍 함덕20길42, 조천읍 함덕20길42,33.540068,126.666998,clean
628,제주특별자치도 제주시 조천읍 함덕20길33-14북쪽, 조천읍 함덕20길33-14북쪽,33.539842,126.669247,clean
629,제주특별자치도 제주시 조천읍 함덕14길24, 조천읍 함덕14길24,33.542178,126.66503,clean
630,제주특별자치도 제주시 조천읍 함덕12길 55, 조천읍 함덕12길 55,33.53964,126.66563,clean
631,제주특별자치도 제주시 조천읍 함덕16길15-8, 조천읍 함덕16길15-8,33.541893,126.667967,clean
632,제주특별자치도 제주시 조천읍 함덕16길3-1, 조천읍 함덕16길3-1,33.542775,126.6685,clean
633,제주특별자치도 제주시 조천읍 함덕남2길19-10, 조천읍 함덕남2길19-10,33.538082,126.662498,clean
634,제주특별자치도 제주시 조천읍 함덕서4길10, 조천읍 함덕서4길10,33.540452,126.661741,clean
635,제주특별자치도 제주시 조천읍 함덕리 272-72, 조천읍 함덕리 272-72,33.542928,126.675853,clean
636,제주특별자치도 제주시 조천읍 함덕27길10, 조천읍 함덕27길10,33.543265,126.674286,clean
637,제주특별자치도 제주시 조천읍 함덕27길15, 조천읍 함덕27길15,33.543772,126.673735,clean
638,제주특별자치도 제주시 조천읍 신북로650-1, 조천읍 신북로650-1,33.542624,126.678962,clean
639,제주특별자치도 제주시 조천읍 함덕남10길20, 조천읍 함덕남10길20,33.537454,126.673783,clean
640,제주특별자치도 제주시 조천읍 일주동로1222, 조천읍 일주동로1222,33.539053,126.67077,clean
641,제주특별자치도 제주시 조천읍 함덕리4154-3, 조천읍 함덕리4154-3,33.541593,126.675631,clean
642,제주특별자치도 제주시 조천읍 신북로603, 조천읍 신북로603,33.542129,126.67347,clean
643,제주특별자치도 제주시 조천읍 조함해안로576-2, 조천읍 조함해안로576-2,33.546331,126.67282,clean
644,제주특별자치도 제주시 조천읍 조함해안로514, 조천읍 조함해안로514,33.544493,126.667328,clean
645,제주특별자치도 제주시 조천읍 신북로515, 조천읍 신북로515,33.544627,126.664743,clean
646,제주특별자치도 제주시 조천읍 함덕30길 27, 조천읍 함덕30길 27,33.54032,126.677441,clean
647,제주특별자치도 제주시 조천읍 함덕30길 27, 조천읍 함덕30길 27,33.539819,126.677613,clean
648,제주특별자치도 제주시 조천읍 함덕30길 27, 조천읍 함덕30길 27,33.539819,126.677613,clean
649,제주특별자치도 제주시 조천읍 함덕서4길60-12, 조천읍 함덕서4길60-12,33.540674,126.667459,clean
650,제주특별자치도 제주시 조천읍 함덕서4길60-16, 조천읍 함덕서4길60-16,33.540572,126.667217,clean
651,제주특별자치도 제주시 조천읍 함덕남12길19-6, 조천읍 함덕남12길19-6,33.534625,126.674176,clean
652,제주특별자치도 제주시 조천읍 함덕남12길19-7, 조천읍 함덕남12길19-7,33.536346,126.674106,clean
653,제주특별자치도 제주시 조천읍 함덕5길16, 조천읍 함덕5길16,33.546653,126.659143,clean
654,제주특별자치도 제주시 조천읍 조함해안로406, 조천읍 조함해안로406,33.548693,126.659216,clean
655,제주특별자치도 제주시 조천읍 함덕남2길19-9, 조천읍 함덕남2길19-9,33.537821,126.661764,clean
656,제주특별자치도 제주시 조천읍 함덕남2길14, 조천읍 함덕남2길14,33.537538,126.661692,clean
657,제주특별자치도 제주시 조천읍 함덕14길41, 조천읍 함덕14길41,33.540938,126.665221,clean
658,제주특별자치도 제주시 조천읍 일주동로1415, 조천읍 일주동로1415,33.546448,126.686467,clean
659,제주특별자치도 제주시 조천읍 북촌서길9-2, 조천읍 북촌서길9-2,33.550233,126.685928,clean
660,제주특별자치도 제주시 조천읍 북촌북길20, 조천읍 북촌북길20,33.551488,126.690634,clean
661,제주특별자치도 제주시 조천읍 북촌7길14, 조천읍 북촌7길14,33.551349,126.693991,clean
662,제주특별자치도 제주시 조천읍 북촌5길12, 조천읍 북촌5길12,33.550744,126.692519,clean
663,제주특별자치도 제주시 조천읍 북촌북길25-5, 조천읍 북촌북길25-5,33.548244,126.692141,clean
664,제주특별자치도 제주시 조천읍 북촌리573, 조천읍 북촌리573,33.547619,126.692523,clean
665,제주특별자치도 제주시 조천읍 북촌9길11, 조천읍 북촌9길11,33.551331,126.694642,clean
666,제주특별자치도 제주시 조천읍 북흘로9, 조천읍 북흘로9,33.548657,126.695069,clean
667,제주특별자치도 제주시 조천읍 북촌11길20-9, 조천읍 북촌11길20-9,33.552712,126.695821,clean
668,제주특별자치도 제주시 조천읍 북촌15길23, 조천읍 북촌15길23,33.554563,126.699793,clean
669,제주특별자치도 제주시 조천읍 일주동로1574, 조천읍 일주동로1574,33.553403,126.701438,clean
670,제주특별자치도 제주시 조천읍 북촌12길 33, 조천읍 북촌12길 33,33.548866,126.699072,clean
671,제주특별자치도 제주시 조천읍 북흘로135, 조천읍 북흘로135,33.539731,126.70239,clean
672,제주특별자치도 제주시 조천읍 신북로353-12, 조천읍 신북로353-12,33.544445,126.648052,clean
673,제주특별자치도 제주시 조천읍 신흥로1길25, 조천읍 신흥로1길25,33.549622,126.650329,clean
674,제주특별자치도 제주시 조천읍 신흥로2길2-21, 조천읍 신흥로2길2-21,33.550408,126.653625,clean
675,제주특별자치도 제주시 조천읍 신흥로 25, 조천읍 신흥로 25,33.547675,126.652366,clean
676,제주특별자치도 제주시 조천읍 신흥로1길25, 조천읍 신흥로1길25,33.549622,126.650329,clean
677,제주특별자치도 제주시 조천읍 신흥로1길 43-8, 조천읍 신흥로1길 43-8,33.549756,126.648796,clean
678,제주특별자치도 제주시 조천읍 조함해안로217-1, 조천읍 조함해안로217-1,33.555131,126.644143,clean
679,제주특별자치도 제주시 조천읍 북선로368, 조천읍 북선로368,33.513819,126.698497,clean
680,제주특별자치도 제주시 조천읍 대흘리826-1, 조천읍 대흘리826-1,33.507317,126.664827,clean
681,제주특별자치도 제주시 조천읍 대흘리 583, 조천읍 대흘리 583,33.517123,126.669286,clean
682,제주특별자치도 제주시 조천읍 남조로2201-7, 조천읍 남조로2201-7,33.463388,126.659675,clean
683,제주특별자치도 제주시 조천읍 남조로2023, 조천읍 남조로2023,33.450093,126.658863,clean
684,제주특별자치도 제주시 조천읍 교래3길98,교래리사무소,33.433866,126.674154,clean
685,제주특별자치도 제주시 조천읍 비자림로768, 조천읍 비자림로768,33.436911,126.688599,clean
686,제주특별자치도 제주시 조천읍 남조로1717-35, 조천읍 남조로1717-35,33.426628,126.670572,clean
687,제주특별자치도 제주시 조천읍 남조로1660, 조천읍 남조로1660,33.421137,126.680953,clean
688,제주특별자치도 제주시 조천읍 와선로162-9, 조천읍 와선로162-9,33.483655,126.690778,clean
689,제주특별자치도 제주시 조천읍 비자림로1065, 조천읍 비자림로1065,33.436455,126.718374,clean
690,제주특별자치도 제주시 조천읍 선흘리1997-1, 조천읍 선흘리1997-1,33.482386,126.701889,clean
691,제주특별자치도 제주시 조천읍 선교로375, 조천읍 선교로375,33.476084,126.708924,clean
692,제주특별자치도 제주시 조천읍 선교로434-2, 조천읍 선교로434-2,33.469764,126.708577,clean
693,제주특별자치도 제주시 조천읍 선흘리4079-6, 조천읍 선흘리4079-6,33.465325,126.693491,clean
694,제주특별자치도 제주시 조천읍 번영로1338, 조천읍 번영로1338,33.470537,126.677728,clean
695,제주특별자치도 제주시 조천읍 와산남길37, 조천읍 와산남길37,33.484293,126.677075,clean
696,제주특별자치도 제주시 조천읍 함덕리1752, 조천읍 함덕리1752,33.53284,126.664338,clean
697,제주특별자치도 제주시 조천읍 신촌남8길106, 조천읍 신촌남8길106,33.523952,126.625805,clean
698,제주특별자치도 제주시 조천읍 와흘리 2570-21, 조천읍 와흘리 2570-21,33.506051,126.628412,clean
699,제주특별자치도 제주시 한경면 판포리 1600-2,오수처리장,33.3707569,126.206925,clean
700,제주특별자치도 제주시 한경면 판포리 2126,전동 동회관앞(함영자),33.3596216,126.2075734,clean
701,제주특별자치도 제주시 한경면 판포리 2617-1,농협창고옆(중동),33.3584631,126.2029423,clean
702,제주특별자치도 제주시 한경면 판포리 2928-3,신명동 포구,33.3644532,126.1964593,clean
703,제주특별자치도 제주시 한경면 판포리 2852-8,구 초등학교,33.3627461,126.2018125,clean
704,제주특별자치도 제주시 한경면 판포리 1986-4,마을회관 주차장(노인회관),33.3616192,126.2068657,clean
705,제주특별자치도 제주시 한경면 판포리 1707,판포어촌계 식당 앞,126.201169,33.3648066,clean
706,제주특별자치도 제주시 한경면 판포리 2872,메가리조트,33.3651009,126.1992259,clean
707,제주특별자치도 제주시 한경면 판포리 2961-3,판포 취락구조,33.3630448,126.1974412,clean
708,제주특별자치도 제주시 한경면 판포리 1757,판포 상동 저장창고 앞,33.3642286,126.2073215,clean
709,제주특별자치도 제주시 한경면 판포리 726,판포 산8번지 비채올린 입구,33.3486936,126.2181201,clean
710,제주특별자치도 제주시 한경면 금등리 549-1,금등마을회관 옆,33.3603359,126.1956706,clean
711,제주특별자치도 제주시 한경면 금등리 184-1,수장동회관앞,33.343658,126.2112984,clean
712,제주특별자치도 제주시 한경면 금등리 558,마을 안 길(회관 서측길,33.3592622,126.1955394,clean
713,제주특별자치도 제주시 한경면 금등리 639,IGH호델입구,33.3637429,126.1940935,clean
714,제주특별자치도 제주시 한경면 금등리 649-3,금등양식장 진입로 삼거리,33.3621439,126.1901547,clean
715,제주특별자치도 제주시 한경면 두모리 2608,두모방파제 공유수면,33.3575384,126.1822761,clean
716,제주특별자치도 제주시 한경면 두모리  2876-4,한경철물 앞 공터,33.3513609,126.1839339,clean
717,제주특별자치도 제주시 한경면 두모리  2962-1,두모리 건강쉼터 주변공간,33.3528863,126.1856702,clean
718,제주특별자치도 제주시 한경면 두모리 2628-1,마을 안,33.3442476,126.2039107,clean
719,제주특별자치도 제주시 한경면 두모리 2818-1,면사무소 맞은편 광어양식장 공유수면,33.3508641,126.1809775,clean
720,제주특별자치도 제주시 한경면 신창리 368-1,어촌계창고앞,33.348083,126.181743,clean
721,제주특별자치도 제주시 한경면 신창리 1321-2,싱게물공원화장실앞 주차장,33.342914,126.174193,clean
722,제주특별자치도 제주시 한경면 신창리 961-1,신흥동 마을 끝 삼거리,33.337144,126.185979,clean
723,제주특별자치도 제주시 한경면 신창리 233-1,한경주유소 앞,33.3372393,126.1769413,clean
724,제주특별자치도 제주시 한경면 신창리 237-1,신창리사무소앞 주차장,33.34994,126.184129,clean
725,제주특별자치도 제주시 한경면 신창리 431,수협 옆,33.347713,126.182861,clean
726,제주특별자치도 제주시 한경면 신창리 193-2,상동(창고 맞은편)한경농협쪽,33.3486215,126.1871409,clean
727,제주특별자치도 제주시 한경면 신창리 18-2,한경농협마트,33.3481107,126.1792767,clean
728,제주특별자치도 제주시 한경면 신창리 422,신창초중학교 주차장,33.3481107,126.1792767,clean
729,제주특별자치도 제주시 한경면 용수리1111-1,창고옆 공터,33.3338016,126.1729841,clean
730,제주특별자치도 제주시 한경면 용수리 1504,주전동(창고주변),33.33301,126.1706377,clean
731,제주특별자치도 제주시 한경면 용수리 3909-1,용당 양식장 주변(해안도로),33.334722,126.163592,clean
732,제주특별자치도 제주시 한경면 용수리 4107-6,용수보건소 주차장(리사무소),33.325258,126.168769,clean
733,제주특별자치도 제주시 한경면 용수리 4363-1,갈매기민박앞,33.321473,126.171248,clean
734,제주특별자치도 제주시 한경면 용수리 4117-3,어촌계사무실 옆,33.324084,126.166308,clean
735,제주특별자치도 제주시 한경면 용수리 4229-2,전경초소 앞,33.3246,126.163334,clean
736,제주특별자치도 제주시 한경면 용수리 4194,용수 해안 양식장 옆,33.3245783,33.32752,clean
737,제주특별자치도 제주시 한경면 두모리1402,마을회간 로타리 무료주차장,33.3356796,126.1966733,clean
738,제주특별자치도 제주시 한경면 두모리  1270-8,마을 안 길,33.3336167,126.1976785,clean
739,제주특별자치도 제주시 한경면 두모리 1502,한원리 남동 물통,33.3370958,126.1953187,clean
740,제주특별자치도 제주시 한경면 두모리 1504,농협창고 주차장,33.3380999,126.1955165,clean
741,제주특별자치도 제주시 한경면 한원리 602-8,북호동 입구 사거리,33.3400617,126.2012144,clean
742,제주특별자치도 제주시 한경면 두모리 1871-1,파인힐 골목(농협로터리~한원방향),33.343447,126.1936949,clean
743,제주특별자치도 제주시 한경면 두모리 1308-7,로터리(용당방향)팔각정 남측 삼거리,33.3344103,126.1956091,clean
744,제주특별자치도 제주시 한경면 낙천리 1927,낙천리사무소 주차장,33.3263853,126.2273511,clean
745,제주특별자치도 제주시 한경면 낙천리 1741-1,마을소공원,33.3249727,126.2278529,clean
746,제주특별자치도 제주시 한경면 낙천리1705-1,마을 안쪽 끝,33.3222953,126.2282442,clean
747,제주특별자치도 제주시 한경면 낙천리 1909-1,의자마을 입구,33.3275863,126.2255544,clean
748,제주특별자치도 제주시 한경면 조수리 378,리사무소뒤 주차장,33.3372832,126.2285163,clean
749,제주특별자치도 제주시 한경면 조수리 1553,조수약천교회옆 도로변,33.3308728,126.2158715,clean
750,제주특별자치도 제주시 한경면 조수리 423-1,구초등학교 입구,33.3362358,126.2188194,clean
751,제주특별자치도 제주시 한경면 조수리 317-3,현수막 걸이대 앞(천주교 입구),33.3356954,126.2200569,clean
752,제주특별자치도 제주시 한경면 조수리 788-2,한라농장입구,33.341448,126.220051,clean
753,제주특별자치도 제주시 한경면 조수리4007-2,한경농협창고옆,33.2937558,126.2308207,clean
754,제주특별자치도 제주시 한경면 조수리 3741-3,어멍식당 앞,33.2966905,126.2130667,clean
755,제주특별자치도 제주시 한경면 조수리3763,블그못로 23,33.2966387,126.2116518,clean
756,제주특별자치도 제주시 한경면 조수리2854-4,신축6동,126.20978,33.3191873,clean
757,제주특별자치도 제주시 한경면 저지리 1783-2,저지리사무소 앞,33.341448,126.220051,clean
758,제주특별자치도 제주시 한경면 저지리 1197-1,수동회관,33.3301738,126.2463165,clean
759,제주특별자치도 제주시 한경면 저지리 산13-24,성전동입구,33.3370663,126.2277,clean
760,제주특별자치도 제주시 한경면 저지리 3040,명이동(물통오리식당 맞은편 관정),33.3409777,126.2489377,clean
761,제주특별자치도 제주시 한경면 저지리 1504-6,농협창고(신협맞은편),33.31949,126.26156,clean
762,제주특별자치도 제주시 한경면 저지리 2114-24,예술인마을입구,33.3277974,126.2448432,clean
763,제주특별자치도 제주시 한경면 저지리2114-79,현대미술관 인근,33.340017,126.26491,clean
